იტალიასთან	იტალი ასთან
ბოლოთი	ბოლო თი
სამთავროსა	სა მთავრო სა
მითანის	მი თან ის
ალმანახი	ალმანახ ი
მოწმეები	მოწმ ეები
ევდოკია	ევდოკ ია
ინტერესი	ინტერეს ი
საიდუმლოება	სა იდუმლო ება
შენს	შენ ს
გადაჭრას	გადა ჭრ ას
დასწამა	და სწამ ა
პაკეტში	პაკეტ ში
რობერ	რობ ერ
შემოდიოდა	შემო დიოდ ა
მთავარსარდლობის	მთავარსარდ ლ ობის
ასტრონომია	ასტრონომ ია
ხარჯი	ხარჯ ი
სიგარეტი	სიგარეტ ი
მოულოდნელობა	მოულოდნელ ობა
ალკოჰოლს	ალკოჰოლ ს
დასარბევად	დასა რბევ ად
ოკეანეზე	ოკეანე ზე
პიტი	პიტ ი
სინგაპურის	სინ გაპ ურის
თაფლობის	თაფლ ობის
ნიჟნი	ნიჟნ ი
სარკეში	სა რკ ეში
დისკრეტული	დის კრეტ ული
კლონი	კლონ ი
მუსლიმური	მუსლიმ ური
იდენტიფიცირება	იდენტიფიც ირება
შემოსევების	შემოსევ ების
ხელაშვილი	ხელ აშვილი
შანიძე	შან იძე
ეტლს	ეტლ ს
გამოყოფას	გამოყოფ ას
პოემების	პოემ ების
მუხრანის	მუხრ ანის
ქართველოლოგიის	ქართველ ოლოგიის
წნეხის	წნეხი ს
სურვილისამებრ	სურვილ ისამებრ
კანისა	კან ისა
ეკითხებოდა	ეკითხ ებოდა
ვერსიაც	ვერსი აც
სცა	სც ა
კედელში	კედელ ში
დარგი	დარგ ი
წარმოგვიდგება	წარმოგვი დგ ება
მოსინჯა	მო სინჯ ა
მოხუცის	მოხუც ის
სხივები	სხივ ები
გარეშეა	გარეშე ა
თანადროულია	თანა დრო ულია
წლამდე	წლ ამდე
პროტესტანტიზმის	პროტესტანტ იზმის
ჟანგბადის	ჟანგბად ის
სახეთა	სახე თა
ჩახაზული	ჩა ხაზ ული
დაპირისპირების	და პირისპირ ების
სისხლსა	სისხლ სა
აცტეკთა	აცტეკ თა
ქარჩოხის	ქარ ჩოხ ის
ყოველგვარი	ყოველ გვარი
მამამ	მამ ამ
ეკავათ	ეკავ ათ
სკაუტების	ს კაუტ ების
ყველაფრით	ყველა ფრ ით
ნომინანტი	ნომინანტ ი
თანდასწრებით	თან დასწრ ებით
აინშტაინის	აინშტაინ ის
საღამოები	სა ღამო ები
თეორემის	თეორემ ის
გადაურჩნენ	გადაურჩ ნენ
კელტთა	კელტ თა
ითხოვა	ითხოვ ა
სპორტისა	სპორტ ისა
ერიქსონის	ერიქსონი ს
ჩერნიგოვის	ჩე რნიგ ოვის
ცერემონიაზე	ცერემონი აზე
მხარდაჭერით	მხარდაჭერ ით
გაყვება	გა ყვ ება
აღწერითი	აღ წერ ითი
ავითარებდნენ	ა ვითარ ებდნენ
გულაგის	გუ ლაგ ის
ამოვსებულია	ამოვს ებულია
ფერდობების	ფერდობ ების
გასაკვირი	გასა კვირ ი
დისკში	დისკ ში
პარალელურად	პარალელუ რ ად
კარლაილს	კარლ აილს
ჰენი	ჰ ენ ი
შეფერილობით	შე ფერილ ობით
დაბოლოებული	დაბოლო ებული
რონალდუმ	რონალდ უმ
რაზდანის	რაზდ ანის
არქტიკულ	არქტ იკულ
ები	ებ ი
ჰაერთან	ჰაერ თან
ვაჭრობდა	ვაჭრობ და
ჰპოვებს	ჰპოვ ებს
ყველამ	ყველ ამ
წინააღმდეგობრივი	წინააღმდეგ ობრივი
ქარგა	ქარგ ა
ხისტი	ხ ისტი
მოქალაქეები	მოქალაქე ები
დაემთხვა	და ემთხვ ა
წარმოშობილი	წარმო შობ ილი
უბნის	უბნ ის
ლეგიონებმა	ლეგიო ნ ებმა
საორგანიზაციო	სა ორგანიზაც იო
ტაქსონომიურ	ტაქსონომი ურ
დაიღუპა	დაიღუპ ა
არიანე	არ იანე
მორისი	მორის ი
სტრუქტურები	სტრუქტურ ები
მომნელებელი	მომ ნელ ებელი
კულმინაციას	კულმინ აციას
მოკლეს	მოკლ ეს
ჩამოიყვანა	ჩამო იყვან ა
რიგების	რიგ ების
მახსოვს	მ ახსოვ ს
სახელწოდებად	სა ხელწოდ ებად
ყურეს	ყურ ეს
გაერთიანებაში	გა ერთიან ებაში
დაცვითი	დაცვ ითი
კანტატები	კანტა ტ ები
ჯანელიძის	ჯან ელ იძის
ბუნებას	ბუნ ებას
ხეები	ხე ები
ნეოლითის	ნეოლით ის
ხელოსნური	ხელოსნ ური
საყვარელიძე	სა ყვარ ელიძე
ჩაუთვალა	ჩაუ თვალ ა
კლდოვანი	კლდოვან ი
ნაგაზი	ნა გაზ ი
შეყვარებულის	შეყვარებულ ის
წყალმარჩხ	წყალმარჩხ
გაქრება	გაქრ ება
ქვემეხები	ქვე მეხ ები
გარეთა	გარე თა
ხუროთმოძღვრება	ხუროთმოძღ ვრ ება
აცილებული	აცილ ებული
აისახება	ა ისახ ება
ცდება	ცდ ება
ეფექტურობა	ეფექტურ ობა
გაღარიბებული	გა ღარიბ ებული
მიწათმფლობელობა	მიწათმფლობელ ობა
მომხიბლავი	მომ ხიბლ ავი
დამფუძნებელია	დამფუძნ ებელია
ესპანურ	ესპანურ
პრემიერ	პრემიერ
შეზღუდვებს	შე ზღუდვ ებს
შოუზე	შოუ ზე
ჭანტურია	ჭა ნტური ა
კეჩუას	კეჩუა ს
სოლისტი	სოლ ისტი
ტექნიკაზე	ტექნიკ აზე
ამაზრზენი	ამაზრზ ენი
ფეხებში	ფეხ ებში
ქვებზე	ქვ ებზე
ჰოპკინზმა	ჰოპკინ ზმა
ჩემპიონატს	ჩემპიონატ ს
სიხშირეს	სიხშირ ეს
ფიგაროს	ფი გარ ოს
მეოთხეა	მეოთხე ა
გარანტიას	გა რანტი ას
ნახევარუდაბნოს	ნახევარ უდაბნო ს
ლუქსემბურგის	ლუქსემბურგ ის
პერსპექტიულია	პერსპე ქტიულ ია
პოზიტიური	პოზიტ იური
რიტორიკა	რიტორ იკა
სამწერლო	სა მწერლ ო
აქტიურები	აქტიურ ები
წოდებაც	წოდ ებაც
თავდაცვისა	თავდაცვ ისა
ატლანტისი	ატლანტ ისი
პლინიუს	პლინ იუს
ჯოზეფი	ჯოზეფ ი
ასვლას	ასვლ ას
დღე	დღე
თამაშებისა	თამაშ ებისა
პრეზიდენტ	პრეზიდენტ
ჰიურემ	ჰი ურ ემ
წარმატებისა	წარმატ ებისა
შემოქმედმა	შემოქმედ მა
დაპყრობები	დაპყრობ ები
ყაზახეთში	ყაზახეთ ში
ბენდი	ბენდ ი
ვარიანტი	ვ არიანტ ი
კლდეკარის	კლდეკარ ის
ეკოსისტემის	ეკო სისტემ ის
ფორტეპიანოსა	ფორტეპიან ოსა
მთავარანგელოზი	მთავარა ნგელოზ ი
მოქალაქედ	მოქალაქე დ
გაშლის	გა შლ ის
ნათელაშვილის	ნათელ აშვილის
მიახლოებით	მი ახლო ებით
მუხისფარს	მუხის ფარ ს
კომისარიატის	კომისა რიატ ის
პიტერმა	პიტერ მა
მონიტორები	მო ნიტორ ები
ინვესტორი	ინვესტორ ი
შეშლა	შე შლ ა
გრადაშჩევიჩის	გრადაშ ჩევიჩ ის
ეცნობა	ე ცნობ ა
ხელფასი	ხელფას ი
საიმპერატორო	სა იმპერატორ ო
კატაკლიზმები	კა ტაკლიზმ ები
ქვედაზე	ქვე დ აზე
მხრივაც	მხრივ აც
დუელში	დუ ელში
გარემონტდა	გა რემონტ და
დაარღვიეს	და არღვი ეს
აღწერეს	აღ წერ ეს
კომიქსებში	კომიქს ებში
ბაიკონურის	ბა იკონ ურის
კულტივირება	კ ულტივირ ება
ჩათვლა	ჩათვლ ა
ფისი	ფ ისი
გადაღებულმა	გადაღ ებულმა
ქსოვილისაგან	ქსოვილ ისაგან
ჩხიკვაძე	ჩხიკვ აძე
ფრანკფურტში	ფრან კფურტ ში
მფარველობას	მფარველ ობას
ჩამოკვეთილი	ჩამო კვეთილ ი
გადარჩევა	გადა რჩევ ა
ქვესკნელის	ქვე სკნელ ის
რუხია	რუხ ია
რჩევებს	რჩევ ებს
დაღესტნელი	დაღეს ტნ ელი
ფრანცისკანელთა	ფრან ცისკან ელთა
რეიტინგული	რეიტინგ ული
ბელა	ბელ ა
გელათში	გელათ ში
ოცდაათწლიანი	ოცდაათ წლიანი
ლიდერმა	ლიდერ მა
სიტყვიერ	სიტყვიერ
შემოიფარგლება	შემოიფარგლ ება
ბულგარეთი	ბულ გარეთ ი
მოჰკიდა	მო ჰკიდ ა
სპარტელთა	სპარტელ თა
გააფრთხილა	გაა ფრთხილ ა
ობობა	ობ ობა
პანკრეასის	პან კრეასის
მკერდის	მკერდ ის
პლანქტონური	პლანქ ტონ ური
საისტორიო	სა ისტორი ო
დაველაპარაკები	დავე ლაპარაკ ები
მომხდარმა	მომხდარ მა
მონასტრების	მონასტრ ების
ამბავში	ამბავ ში
დედინაცვალი	დედი ნაცვალ ი
ამოშენებულია	ამო შენ ებულია
სიღრმული	სი ღრმულ ი
ტემპერატურით	ტემპერატურ ით
მოუღეს	მო უღ ეს
შემოსვლის	შე მოსვლ ის
რონდელი	რონდ ელი
კავკასიელ	კავკას იელ
ბაკის	ბაკ ის
ევოლუციაში	ევოლუცი აში
მოხუცი	მოხუც ი
ლუარსაბ	ლუარსა ბ
შარაძე	შარ აძე
ფორმაა	ფორმ აა
სათანადოდ	სათან ად ოდ
ნიდერლანდში	ნიდერლანდ ში
