იტალიასთან	იტალი ასთან
ბოლოთი	ბოლო თი
სამთავროსა	სამთავრ ოსა
მითანის	მი თანის
ალმანახი	ალმანახ ი
მოწმეები	მოწმე ები
ევდოკია	ევ დოკია
ინტერესი	ინტერეს ი
საიდუმლოება	საიდუმლო ება
შენს	შენ ს
გადაჭრას	გადაჭრ ას
დასწამა	და სწამ ა
პაკეტში	პაკეტ ში
რობერ	რობ ერ
შემოდიოდა	შემოდი ოდა
მთავარსარდლობის	მთავარსარდლ ობის
ასტრონომია	ასტრონო მია
ხარჯი	ხარჯ ი
სიგარეტი	სიგარე ტი
მოულოდნელობა	მოულოდნ ელობა
ალკოჰოლს	ალკოჰო ლს
დასარბევად	დასა რბევად
ოკეანეზე	ოკეანე ზე
პიტი	პიტ ი
სინგაპურის	სინგა პურ ის
თაფლობის	თაფლ ობის
ნიჟნი	ნ იჟნი
სარკეში	სარკ ეში
დისკრეტული	დისკ რეტული
კლონი	კლო ნი
მუსლიმური	მუსლიმ ური
იდენტიფიცირება	იდენტიფიცი რება
შემოსევების	შემოსე ვების
ხელაშვილი	ხელ აშვილი
შანიძე	შან იძე
ეტლს	ეტლ ს
გამოყოფას	გამოყოფ ას
პოემების	პოემ ების
მუხრანის	მუხრან ის
ქართველოლოგიის	ქართველ ოლოგიის
წნეხის	წნე ხ ის
სურვილისამებრ	სურვილ ისამებრ
კანისა	კან ისა
ეკითხებოდა	ეკითხ ებოდა
ვერსიაც	ვერსი აც
სცა	ს ცა
კედელში	კედელ ში
დარგი	დარგ ი
წარმოგვიდგება	წარმოგვი დგება
მოსინჯა	მოსინჯ ა
მოხუცის	მოხუც ის
სხივები	სხივ ები
გარეშეა	გარეშე ა
თანადროულია	თანადრო ულია
წლამდე	წლ ამდე
პროტესტანტიზმის	პროტესტან ტიზმის
ჟანგბადის	ჟანგბად ის
სახეთა	სახე თა
ჩახაზული	ჩა ხაზ ული
დაპირისპირების	დაპირისპირებ ის
სისხლსა	სისხლ სა
აცტეკთა	აცტეკ თა
ქარჩოხის	ქარ ჩოხის
ყოველგვარი	ყოველ გვარი
მამამ	მამა მ
ეკავათ	ეკავ ათ
სკაუტების	სკაუტ ების
ყველაფრით	ყველა ფრით
ნომინანტი	ნომინ ანტი
თანდასწრებით	თან დასწრ ებით
აინშტაინის	აინშტაი ნის
საღამოები	საღამო ები
თეორემის	თეორე მის
გადაურჩნენ	გადაურჩ ნენ
კელტთა	კელტ თა
ითხოვა	ითხოვ ა
სპორტისა	სპორტ ისა
ერიქსონის	ერიქსონ ის
ჩერნიგოვის	ჩერნი გოვის
ცერემონიაზე	ცერემონი აზე
მხარდაჭერით	მხარდაჭერ ით
გაყვება	გაყვ ება
აღწერითი	აღწერ ითი
ავითარებდნენ	ავითარ ებდნენ
გულაგის	გულ აგის
ამოვსებულია	ამოვს ებულია
ფერდობების	ფერდობ ების
გასაკვირი	გასაკვირ ი
დისკში	დისკ ში
პარალელურად	პარალე ლურად
კარლაილს	კარლ აილს
ჰენი	ჰენ ი
შეფერილობით	შეფერი ლობით
დაბოლოებული	დაბოლო ებული
რონალდუმ	რონალ დუმ
რაზდანის	რაზ და ნის
არქტიკულ	არქტიკ ულ
ები	ები
ჰაერთან	ჰაერ თან
ვაჭრობდა	ვაჭრობ და
ჰპოვებს	ჰპოვ ებს
ყველამ	ყველა მ
წინააღმდეგობრივი	წინააღმდეგ ობრივი
ქარგა	ქარ გა
ხისტი	ხ ისტი
მოქალაქეები	მოქალაქე ები
დაემთხვა	და ემთხვა
წარმოშობილი	წარმოშობ ილი
უბნის	უბნ ის
ლეგიონებმა	ლეგიონ ებმა
საორგანიზაციო	სა ორგანიზაც იო
ტაქსონომიურ	ტაქსონომიურ
დაიღუპა	დაიღუპ ა
არიანე	არიან ე
მორისი	მორის ი
სტრუქტურები	სტრუქტურ ები
მომნელებელი	მომნელ ებელი
კულმინაციას	კულმინ აციას
მოკლეს	მოკლე ს
ჩამოიყვანა	ჩამოიყვან ა
რიგების	რიგ ების
მახსოვს	მა ხსოვ ს
სახელწოდებად	სახელწოდებ ად
ყურეს	ყურე ს
გაერთიანებაში	გაერთიან ებაში
დაცვითი	დაცვ ითი
კანტატები	კან ტატები
ჯანელიძის	ჯან ელიძის
ბუნებას	ბუნებ ას
ხეები	ხე ები
ნეოლითის	ნეოლით ის
ხელოსნური	ხელოსნ ური
საყვარელიძე	საყვარ ელიძე
ჩაუთვალა	ჩაუ თვალა
კლდოვანი	კლდ ოვანი
ნაგაზი	ნაგაზ ი
შეყვარებულის	შეყვარებუ ლის
წყალმარჩხ	წყალმარ ჩხ
გაქრება	გაქრ ება
ქვემეხები	ქვემეხ ები
გარეთა	გარეთ ა
ხუროთმოძღვრება	ხუროთმოძღვრ ება
აცილებული	აცილ ებული
აისახება	აისახ ება
ცდება	ცდ ება
ეფექტურობა	ეფექტურ ობა
გაღარიბებული	გა ღარიბებული
მიწათმფლობელობა	მიწათმფლობელ ობა
მომხიბლავი	მომ ხიბლავი
დამფუძნებელია	და მფუძნებელ ია
ესპანურ	ესპანურ
პრემიერ	პრემიერ
შეზღუდვებს	შეზღუდ ვებს
შოუზე	შოუ ზე
ჭანტურია	ჭანტური ა
კეჩუას	კეჩუ ას
სოლისტი	სოლის ტი
ტექნიკაზე	ტექნიკ აზე
ამაზრზენი	ამ აზრზენი
ფეხებში	ფეხ ებში
ქვებზე	ქვ ებზე
ჰოპკინზმა	ჰოპკინზ მა
ჩემპიონატს	ჩემპიონ ატს
სიხშირეს	სიხშირე ს
ფიგაროს	ფი გაროს
მეოთხეა	მეოთხე ა
გარანტიას	გარანტ იას
ნახევარუდაბნოს	ნახევარ უდაბნოს
ლუქსემბურგის	ლუქსემბურგ ის
პერსპექტიულია	პერსპექტ იულია
პოზიტიური	პოზ იტიური
რიტორიკა	რიტორი კა
სამწერლო	სა მწერლ ო
აქტიურები	აქტიურ ები
წოდებაც	წოდებ აც
თავდაცვისა	თავდაცვ ისა
ატლანტისი	ატლანტ ისი
პლინიუს	პლინიუს
ჯოზეფი	ჯო ზეფი
ასვლას	ასვლ ას
დღე	დღე
თამაშებისა	თამაშ ებისა
პრეზიდენტ	პრეზიდენტ
ჰიურემ	ჰიუ რემ
წარმატებისა	წარმატებ ისა
შემოქმედმა	შემოქმედ მა
დაპყრობები	დაპყრობ ები
ყაზახეთში	ყაზახ ეთში
ბენდი	ბენდ ი
ვარიანტი	ვარიანტ ი
კლდეკარის	კლდე კარის
ეკოსისტემის	ეკო სისტემ ის
ფორტეპიანოსა	ფორტეპიანო სა
მთავარანგელოზი	მთავარანგელოზ ი
მოქალაქედ	მოქალაქე დ
გაშლის	გაშლ ის
ნათელაშვილის	ნათელ აშვილის
მიახლოებით	მიახლოებ ით
მუხისფარს	მუხისფარ ს
კომისარიატის	კომისარი ატის
პიტერმა	პიტ ერმა
მონიტორები	მონიტორ ები
ინვესტორი	ინვესტორ ი
შეშლა	შეშ ლა
გრადაშჩევიჩის	გრადაშჩე ვიჩის
ეცნობა	ეცნობ ა
ხელფასი	ხელფას ი
საიმპერატორო	სა იმპერატორ ო
კატაკლიზმები	კატაკლ იზმ ები
ქვედაზე	ქვ ედაზე
მხრივაც	მხრივ აც
დუელში	დუ ელში
გარემონტდა	გარე მონტდა
დაარღვიეს	დაარღვი ეს
აღწერეს	აღწერ ეს
კომიქსებში	კომიქს ებში
ბაიკონურის	ბაი კონურის
კულტივირება	კულტივ ირება
ჩათვლა	ჩათვლ ა
ფისი	ფი სი
გადაღებულმა	გადაღებ ულმა
ქსოვილისაგან	ქსოვილ ისაგან
ჩხიკვაძე	ჩხიკვ აძე
ფრანკფურტში	ფრანკფურ ტში
მფარველობას	მფარვე ლობას
ჩამოკვეთილი	ჩამო კვეთილი
გადარჩევა	გადარჩ ევა
ქვესკნელის	ქვესკნე ლის
რუხია	რუხ ია
რჩევებს	რჩევ ებს
დაღესტნელი	დაღესტნ ელი
ფრანცისკანელთა	ფრანცისკან ელთა
რეიტინგული	რეიტინგ ული
ბელა	ბელ ა
გელათში	გელათ ში
ოცდაათწლიანი	ოცდაათ წლიანი
ლიდერმა	ლიდერ მა
სიტყვიერ	სიტყვ იერ
შემოიფარგლება	შემოიფარგლ ება
ბულგარეთი	ბულგარ ეთი
მოჰკიდა	მოჰ კიდა
სპარტელთა	სპარტ ელთა
გააფრთხილა	გა აფრთხილ ა
ობობა	ობობ ა
პანკრეასის	პან კრეასის
მკერდის	მკერდ ის
პლანქტონური	პლან ქტონური
საისტორიო	სა ისტორი ო
დაველაპარაკები	დავე ლაპარაკ ები
მომხდარმა	მომხდარ მა
მონასტრების	მონასტრ ების
ამბავში	ამბავ ში
დედინაცვალი	დედ ინაცვალი
ამოშენებულია	ა მოშენებ ულია
სიღრმული	სიღრმ ული
ტემპერატურით	ტემპერატურ ით
მოუღეს	მოუღ ეს
შემოსვლის	შემოსვლ ის
რონდელი	რო ნდელი
კავკასიელ	კავკასი ელ
ბაკის	ბა კის
ევოლუციაში	ევოლუცია ში
მოხუცი	მოხუც ი
ლუარსაბ	ლუარსაბ
შარაძე	შარ აძე
ფორმაა	ფორმ აა
სათანადოდ	სათანად ოდ
ნიდერლანდში	ნიდერლანდ ში
ვეზუვის	ვეზუ ვის
მწვერვალი	მწვერვალ ი
ეშვება	ეშვ ება
პოლონური	პოლონურ ი
გააფთრებული	გა აფთ რებული
გაჩერებას	გაჩერ ებას
დევიზი	დევიზი
