იტალიასთან	იტალი ასთან
ბოლოთი	ბოლო თ ი
სამთავროსა	სა მთავრო სა
მითანის	მი თან ის
ალმანახი	ალმანახ ი
მოწმეები	მოწმ ეები
ევდოკია	ევ დოკი ა
ინტერესი	ინტერეს ი
საიდუმლოება	ს ა იდუმლო ება
შენს	შენ ს
გადაჭრას	გადა ჭრა ს
დასწამა	და ს წა მა
პაკეტში	პაკე ტში
რობერ	რობერ
შემოდიოდა	შემო დიოდა
მთავარსარდლობის	მთავარ სარდლ ობის
ასტრონომია	ასტრო ნომი ა
ხარჯი	ხარჯ ი
სიგარეტი	სიგარეტ ი
მოულოდნელობა	მოულოდნე ლობა
ალკოჰოლს	ალკოჰოლ ს
დასარბევად	დასა რბევ ად
ოკეანეზე	ოკეან ე ზე
პიტი	პიტ ი
სინგაპურის	სინ გა პურ ის
თაფლობის	თა ფლობ ის
ნიჟნი	ნიჟ ნი
სარკეში	სარკ ე ში
დისკრეტული	დის კრეტ ული
კლონი	კლ ონი
მუსლიმური	მუსლიმ ური
იდენტიფიცირება	იდენტ იფიცი რება
შემოსევების	შემო სევ ების
ხელაშვილი	ხელ ა შვილი
შანიძე	შანიძე
ეტლს	ეტლ ს
გამოყოფას	გამო ყოფ ა ს
პოემების	პოემ ების
მუხრანის	მუხ რა ნის
ქართველოლოგიის	ქართველ ოლოგი ის
წნეხის	წნეხ ის
სურვილისამებრ	სურვილ ის ამებრ
კანისა	კანი სა
ეკითხებოდა	ეკითხ ებოდა
ვერსიაც	ვერსი აც
სცა	სცა
კედელში	კედელ ში
დარგი	დარგ ი
წარმოგვიდგება	წარმო გვი დგება
მოსინჯა	მო სინჯ ა
მოხუცის	მოხუც ის
სხივები	სხივ ები
გარეშეა	გარე შეა
თანადროულია	თანა დრო ული ა
წლამდე	წლ ამდე
პროტესტანტიზმის	პროტესტან ტი ზმის
ჟანგბადის	ჟანგ ბად ის
სახეთა	სახე თა
ჩახაზული	ჩა ხაზ ული
დაპირისპირების	და პირისპირ ების
სისხლსა	სისხლ სა
აცტეკთა	აცტეკ თა
ქარჩოხის	ქარ ჩო ხის
ყოველგვარი	ყოველ გვარი
მამამ	მამამ
ეკავათ	ეკავ ათ
სკაუტების	ს კა უ ტების
ყველაფრით	ყველაფრი თ
ნომინანტი	ნომინ ანტი
თანდასწრებით	თან დასწრ ებით
აინშტაინის	აინშტაინ ის
საღამოები	სა ღამო ები
თეორემის	თეორე მის
გადაურჩნენ	გადაუ რჩნენ
კელტთა	კელტ თა
ითხოვა	ი თხოვა
სპორტისა	სპორტ ი სა
ერიქსონის	ერიქსონ ის
ჩერნიგოვის	ჩერ ნი გო ვის
ცერემონიაზე	ცერემონი აზე
მხარდაჭერით	მხარდ აჭერი თ
გაყვება	გა ყვ ება
აღწერითი	აღ წერით ი
ავითარებდნენ	ა ვითარ ებდნენ
გულაგის	გულ აგ ის
ამოვსებულია	ამოვს ებულია
ფერდობების	ფერდ ობ ების
გასაკვირი	გასა კვირ ი
დისკში	დისკ ში
პარალელურად	პარა ლელურ ად
კარლაილს	კარლ ა ილ ს
ჰენი	ჰენ ი
შეფერილობით	შე ფერი ლობით
დაბოლოებული	და ბოლო ებული
რონალდუმ	რონალდ უმ
რაზდანის	რაზ და ნის
არქტიკულ	არქტიკ ულ
ები	ები
ჰაერთან	ჰაერ თან
ვაჭრობდა	ვაჭრ ობდა
ჰპოვებს	ჰპოვ ებს
ყველამ	ყველ ამ
წინააღმდეგობრივი	წინააღმდეგ ობრივი
ქარგა	ქარ გა
ხისტი	ხის ტი
მოქალაქეები	მო ქალაქ ეები
დაემთხვა	დაე მთ ხვა
წარმოშობილი	წარმო შობილ ი
უბნის	უბნ ის
ლეგიონებმა	ლეგიონ ებმა
საორგანიზაციო	სა ორგან იზაცი ო
ტაქსონომიურ	ტაქს ონ ომ იურ
დაიღუპა	და იღუპ ა
არიანე	ა რი ა ნე
მორისი	მორ ის ი
სტრუქტურები	სტრუქტუ რები
მომნელებელი	მომნელ ებელი
კულმინაციას	კულმინ აციას
მოკლეს	მოკლე ს
ჩამოიყვანა	ჩამო ი ყვანა
რიგების	რიგ ების
მახსოვს	მა ხსოვ ს
სახელწოდებად	ს ა ხელწოდება დ
ყურეს	ყურე ს
გაერთიანებაში	გ აერთიან ება ში
დაცვითი	დაცვ ით ი
კანტატები	კა ნტ ა ტები
ჯანელიძის	ჯან ელი ძის
ბუნებას	ბუნ ებას
ხეები	ხე ები
ნეოლითის	ნეოლით ის
ხელოსნური	ხელოს ნური
საყვარელიძე	ს ა ყვარ ელიძე
ჩაუთვალა	ჩაუ თვალ ა
კლდოვანი	კლდ ოვანი
ნაგაზი	ნაგაზ ი
შეყვარებულის	შეყვა რებულ ის
წყალმარჩხ	წყალ მარჩხ
გაქრება	გაქრ ება
ქვემეხები	ქვემეხ ები
გარეთა	გარეთ ა
ხუროთმოძღვრება	ხუროთ მო ძღვრ ება
აცილებული	აცილ ებული
აისახება	აისახ ება
ცდება	ც დება
ეფექტურობა	ეფექ ტურ ობა
გაღარიბებული	გა ღარიბ ებული
მიწათმფლობელობა	მიწათ მფლობელ ობა
მომხიბლავი	მომხიბ ლავ ი
დამფუძნებელია	დამ ფუძნ ებელია
ესპანურ	ე სპანურ
პრემიერ	პრემიე რ
შეზღუდვებს	შეზღუდვ ებს
შოუზე	შოუ ზე
ჭანტურია	ჭან ტური ა
კეჩუას	კეჩუა ს
სოლისტი	სოლ ისტი
ტექნიკაზე	ტექნიკ აზე
ამაზრზენი	ა მაზრ ზე ნ ი
ფეხებში	ფეხ ებში
ქვებზე	ქვ ებზე
ჰოპკინზმა	ჰოპკ ინზ მა
ჩემპიონატს	ჩემპიონ ატ ს
სიხშირეს	სი ხშირ ეს
ფიგაროს	ფი გა როს
მეოთხეა	მეოთხე ა
გარანტიას	გარანტი ას
ნახევარუდაბნოს	ნახევარ უდაბნო ს
ლუქსემბურგის	ლუქსემ ბურგ ის
პერსპექტიულია	პერსპექტ ი ულია
პოზიტიური	პოზი ტიური
რიტორიკა	რი ტორი კა
სამწერლო	სა მწერლ ო
აქტიურები	აქტიურ ები
წოდებაც	წოდებ აც
თავდაცვისა	თავ დაცვ ისა
ატლანტისი	ატლან ტის ი
პლინიუს	პლინ ი უს
ჯოზეფი	ჯოზეფ ი
ასვლას	ა სვლას
დღე	დღე
თამაშებისა	თამაშ ებისა
პრეზიდენტ	პრეზიდენ ტ
ჰიურემ	ჰიუ რემ
წარმატებისა	წარ მატებ ისა
შემოქმედმა	შე მოქმედ მა
დაპყრობები	და პყრობ ები
ყაზახეთში	ყაზახეთ ში
ბენდი	ბენდ ი
ვარიანტი	ვარიანტ ი
კლდეკარის	კლდე კარ ის
ეკოსისტემის	ეკო სისტემ ის
ფორტეპიანოსა	ფორტეპ იან ოს ა
მთავარანგელოზი	მთავარ ანგელ ოზი
მოქალაქედ	მო ქალაქ ედ
გაშლის	გა შლის
ნათელაშვილის	ნათელ აშვილ ის
მიახლოებით	მი ახლ ო ებით
მუხისფარს	მუხის ფარს
კომისარიატის	კომ ის არია ტის
პიტერმა	პიტერ მა
მონიტორები	მო ნიტორ ები
ინვესტორი	ინვესტორ ი
შეშლა	შე შლა
გრადაშჩევიჩის	გრ ადაშჩევიჩ ის
ეცნობა	ე ცნობ ა
ხელფასი	ხელფას ი
საიმპერატორო	ს ა იმპერატორო
კატაკლიზმები	კატა კლ იზმ ები
ქვედაზე	ქვე და ზე
მხრივაც	მხრივ აც
დუელში	დუ ელ ში
გარემონტდა	გა რემონტ და
დაარღვიეს	დაარღვ ი ეს
აღწერეს	აღ წერ ეს
კომიქსებში	კომიქს ებში
ბაიკონურის	ბაი კონ ურის
კულტივირება	კულტივ ი რება
ჩათვლა	ჩათვლ ა
ფისი	ფ ის ი
გადაღებულმა	გადაღ ებულ მა
ქსოვილისაგან	ქსოვილ ი საგან
ჩხიკვაძე	ჩხიკვ აძე
ფრანკფურტში	ფრანკფურტ ში
მფარველობას	მფარვე ლობა ს
ჩამოკვეთილი	ჩამო კვეთილი
გადარჩევა	გადა რჩევა
ქვესკნელის	ქვე სკნელ ის
რუხია	რუხ ია
რჩევებს	რჩევ ებს
დაღესტნელი	დაღესტ ნელი
ფრანცისკანელთა	ფრანც ის კან ელთა
რეიტინგული	რეიტინგ ული
ბელა	ბელ ა
გელათში	გელათ ში
ოცდაათწლიანი	ოცდა ათ წლიანი
ლიდერმა	ლიდერ მა
სიტყვიერ	სიტყვ იერ
შემოიფარგლება	შემო ი ფარგლ ება
ბულგარეთი	ბულ გარეთ ი
მოჰკიდა	მოჰ კიდ ა
სპარტელთა	სპარტ ელთა
გააფრთხილა	გაა ფრთხილ ა
ობობა	ობ ობა
პანკრეასის	პანკ რე ას ის
მკერდის	მკერდ ის
პლანქტონური	პლან ქ ტონ ური
საისტორიო	სა ის ტორი ო
დაველაპარაკები	და ველ ა პარაკ ები
მომხდარმა	მომხდარ მა
მონასტრების	მონასტ რების
ამბავში	ამბავ ში
დედინაცვალი	დ ედინ აც ვალი
ამოშენებულია	ა მოშენ ებულია
სიღრმული	სიღრმ ული
ტემპერატურით	ტემპერა ტურ ით
მოუღეს	მო უღ ეს
შემოსვლის	შემო სვლის
რონდელი	რონ დელი
კავკასიელ	კავკა ს იელ
ბაკის	ბა კის
ევოლუციაში	ევოლუ ციაში
მოხუცი	მოხუც ი
ლუარსაბ	ლუარსაბ
შარაძე	შარ აძე
ფორმაა	ფორმა ა
